cableId,factor
4,2.0001393728222996
5,29.29457364341085
6,3.5928473177441536
7,14.723788049605412
8,1.9994708994708996
9,2.0
10,2.9623274897426337
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.749434389140272
3,1.0
4,1.9998628634119584
5,2.0001667778519012
6,3.288375451263538
7,4.616257855260491
8,3.7654631083202514
9,3.7091482649842273
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0001189767995244
3,1.0
4,2.054130009775171
5,2.0002270147559593
6,4.347138554216867
7,2.904410531611605
8,2.567307692307692
9,4.208080808080808
10,2.0003201024327786
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.999863481228669
3,1.0
4,2.310567823343849
5,2.1431916204559456
6,4.229928861788618
7,3.713393554142969
8,2.0
9,26.790476190476188
10,1.9992892679459842
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,11.275395033860047
3,1.0
4,2.0
5,1.999860956618465
6,6.987773815588385
7,1.9998542061525
8,2.3742159128425224
9,3.7170542635658914
10,2.0001604363869725
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.000433087916847
3,1.0
4,20.438053097345133
5,3.5404761904761903
6,19.671666666666667
7,4.339338235294118
8,2.0
9,2.0
10,2.2185792349726774
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.380373831775701
5,12.411965811965812
6,4.952737062518696
7,1.9998792124652733
8,2.000275482093664
9,2.704589172849684
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.2369457284711523
5,2.0002146844139115
6,4.327126688572472
7,3.1205897840968935
8,2.865887419255614
9,2.0
10,2.7703180212014136
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.000127632418635
3,1.0
4,2.224414478353442
5,4.208825038481272
6,12.732435033686235
7,2.000151194436045
8,2.000243842965131
9,2.6475409836065573
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0718465944465194
3,1.0
4,2.0001202067556196
5,2.0
6,4.180108650229837
7,2.4744588744588745
8,3.2910927456382004
9,2.0
10,6.079376328844791
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.167378482814724
3,1.0
4,1.99981234753237
5,1.9998624294951164
6,2.5650148242270228
7,2.979215348665601
8,2.411979425916708
9,2.6897720271102896
10,1.9997709573980762
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.963325183374083
3,1.0
4,2.0
5,2.2189235369500215
6,9.16191904047976
7,2.0
8,2.0001925298421255
9,1.9998480704952903
10,2.8331898407232026
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.214074879602299
5,2.0
6,3.180859562230388
7,19.63412228796844
8,3.7975219099425805
9,2.0
10,2.134194143417109
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9997828918801561
3,1.0
4,3.030931227377427
5,1.9998614382707498
6,2.609514118544899
7,8.541215653621983
8,2.6160957041870585
9,2.0
10,2.624244578741557
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.0163867267513313
5,2.7592
6,7.3321656050955415
7,7.114647713226205
8,2.0001933114247055
9,4.006147540983607
10,1.9997954173486088
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.9315302144249515
3,1.0
4,2.000166251039069
5,1.9998511018463372
6,3.9163548904329235
7,10.162968099861304
8,2.6622398414271555
9,4.190774907749077
10,1.9998239126606796
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.27282211789254
3,1.0
4,2.0002442002442002
5,2.0460084556080576
6,2.45073740270381
7,4.460205032618826
8,2.00024313153416
9,2.000173220162827
10,2.968380462724936
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,10.15295358649789
3,1.0
4,2.0002078137988364
5,2.1019872087711287
6,22.297727272727272
7,3.6512839598064755
8,2.00010867202782
9,2.0
10,3.093453009503696
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.7721057429352784
3,1.0
4,2.0
5,2.0
6,9.664349169563538
7,2.5197381671701913
8,2.7991803278688523
9,2.8467741935483875
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.034113447044824
3,1.0
4,2.0
5,2.0
6,5.6399820103440526
7,3.2072890025575447
8,2.452329888867226
9,2.051264980026631
10,1.99935107073329
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,4.251028806584362
5,2.0
6,2.1858261227853317
7,5.719676549865229
8,2.7500000000000004
9,2.4806464485235438
10,2.000160875160875
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0410729253981557
3,1.0
4,2.0
5,3.991473812423873
6,4.2217659137577
7,2.0
8,1.9993898718730934
9,2.995556872037915
10,2.0001977848101262
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,8.902616279069768
3,1.0
4,1.9996735226901732
5,3.852208132925229
6,3.749741468459152
7,2.6564102564102563
8,2.0
9,2.0002769315978957
10,11.321316614420063
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,6.772207563764293
5,3.621681415929204
6,2.6097019286966687
7,2.338290741516548
8,2.0
9,2.0
10,3.8982578397212544
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.000267809319764
3,1.0
4,12.264367816091953
5,1.9998126990073046
6,5.144543767920391
7,3.3357392825896763
8,3.492639842983317
9,10.844604316546762
10,1.9997346776333247
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.800183598531212
3,1.0
4,1.9998389694041867
5,2.0
6,10.021522309711285
7,2.36216283098243
8,16.598591549295776
9,2.609727397528927
10,1.999849714457469
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,26.453846153846154
5,2.0
6,56.08270676691729
7,4.89596324253364
8,2.1093297706524163
9,1.9998162440279308
10,2.3081654294803817
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,5.970044932601098
3,1.0
4,2.0
5,2.547381946675233
6,4.501681614349776
7,6.474002418379686
8,2.0
9,2.000417710944027
10,2.648783185840708
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.99978489997849
3,1.0
4,5.472042377869335
5,48.810344827586206
6,2.254085132136373
7,2.839156396900013
8,2.0
9,2.5378815741081278
10,1.999855093464715
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9997988332327499
3,1.0
4,3.4929725931131412
5,1.9995939910678036
6,3.059592869950427
7,3.685895806861499
8,10.729847494553377
9,4.888712241653418
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,5.023130715438407
3,1.0
4,2.0
5,1.9998429894802954
6,4.341614906832298
7,7.260623229461756
8,2.416888045540797
9,13.740359897172237
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.445455997444498
3,1.0
4,2.0001306335728284
5,2.466023875114784
6,4.241967871485944
7,2.9253938030119437
8,2.0001241310824227
9,2.0
10,2.513858921161826
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.023989898989899
3,1.0
4,2.0006277463904585
5,2.0001209628644006
6,3.0621587568248634
7,10.996983408748115
8,2.46349821215733
9,1.9998043435726862
10,3.7207863123407354
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0005698005698003
3,1.0
4,5.393241167434716
5,7.067674113009198
6,20.26027397260274
7,3.276784301313499
8,1.9998140918386316
9,2.0
10,3.0844072164948453
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9997486805730083
3,1.0
4,3.2691043549712404
5,2.1353236607142856
6,4.003184116875819
7,8.857438872772482
8,2.0002613695765814
9,2.0
10,3.206748263314588
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.67211817462411
3,1.0
4,2.0
5,2.0
6,2.344053327096246
7,3.0648318042813454
8,4.342208300704777
9,1.9996562392574768
10,7.544747081712062
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.4825896762904636
3,1.0
4,2.0
5,2.2845878136200715
6,10.861371841155236
7,2.098925631365983
8,1.9997908387366659
9,2.0
10,3.6343839541547283
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.0547945205479454
5,2.0
6,6.741596638655461
7,2.8788875598086126
8,2.3908256880733947
9,2.681208871557397
10,2.0001818181818183
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0001500825454004
3,1.0
4,2.8959148196436333
5,1.999835984910612
6,3.559277145972893
7,4.899635427836157
8,2.5750791974656813
9,2.0
10,22.047516198704106
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.453359749050685
5,2.0
6,5.625759416767922
7,2.1138335108811446
8,2.047097645117744
9,1.999459167117361
10,6.407279029462739
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0519404385039275
3,1.0
4,2.0001142857142855
5,1.9996614759647935
6,3.8080776455854726
7,6.721746338767615
8,3.9564634963161422
9,2.0
10,31.329608938547484
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.4050872093023257
3,1.0
4,1.9998791394730482
5,2.0
6,9.50520059435364
7,2.0
8,8.0689160086145
9,2.0
10,2.732359081419624
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9998546934030805
3,1.0
4,3.4176806555748693
5,2.0002691790040377
6,3.4917460317460316
7,9.063864853728884
8,2.6202397743300425
9,3.9385096404377276
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.8231102850061958
3,1.0
4,2.0001620745542947
5,2.0
6,2.6776956847628224
7,8.614192214950052
8,29.924812030075184
9,4.060869565217391
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,3.246478873239437
5,2.0
6,2.8734910671173344
7,2.1347602534975487
8,2.2100780695528743
9,2.0001275347532204
10,2.7625506429452176
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.00014797277301
3,1.0
4,3.1596540439457685
5,2.0
6,4.7101449275362315
7,23.715313463514903
8,2.242298850574713
9,2.7395406070549635
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.1575887779603184
3,1.0
4,2.000117150890347
5,13.057692307692308
6,2.5819067501739736
7,2.490735767991407
8,2.0
9,2.0
10,2.409081173698865
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,17.858310626703
3,1.0
4,2.0
5,3.8397073495177914
6,61.42372881355932
7,2.0
8,2.0
9,2.2267418445428917
10,1.9998794309139138
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.00030349013657
3,1.0
4,13.75991649269311
5,2.0619535348488633
6,4.3330821401657875
7,2.0
8,2.0
9,2.0
10,5.137184115523466
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,14.010733452593916
5,2.0
6,5.4327868852459025
7,2.263274714017415
8,2.1454918032786883
9,2.0
10,2.398391586761522
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.000968366688186
5,2.000131717597471
6,9.8654503990878
7,2.795476575121163
8,2.3393930057002
9,2.0
10,2.679828326180257
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,4.930258099945085
5,2.000347705146036
6,3.4197052812735294
7,7.149314144366989
8,2.7034774436090223
9,2.0
10,3.3519521231119973
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.794456641053787
3,1.0
4,1.9998036135113904
5,2.0
6,7.624629080118694
7,2.5959789856536672
8,2.4486899563318776
9,2.0
10,4.4655784244144785
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.577490219681011
3,1.0
4,2.0
5,2.0
6,5.092395005675369
7,2.262202501008471
8,3.3522788203753358
9,2.0
10,3.069254984260231
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.999717514124294
3,1.0
4,2.7870078740157482
5,2.0
6,2.9582604348912773
7,3.2759479656794905
8,4.491706161137441
9,2.0
10,2.13564386017329
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.933884297520661
5,2.0
6,2.505672089041096
7,2.6470322215941207
8,12.172942817294283
9,2.0
10,2.1927710843373496
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0931221020092736
3,1.0
4,2.0003692762186116
5,2.4718232044198896
6,3.472210898219867
7,3.6744319815933273
8,1.9998722860791827
9,2.0001485222040696
10,2.317900172117039
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.5596107055961075
3,1.0
4,2.0
5,2.0
6,5.276269430051814
7,3.048862275449102
8,2.9528619528619524
9,2.108838821490468
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.063303880997651
3,1.0
4,2.0
5,1.9995215311004786
6,3.814598540145985
7,6.680423666910153
8,2.499401913875598
9,8.48820179007323
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.1444775009297135
3,1.0
4,1.9998265996185192
5,3.905694760820046
6,34.7888198757764
7,2.0
8,2.000233317778815
9,2.0
10,2.0041025641025643
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0003417634996583
3,1.0
4,2.154214206845786
5,2.837355455002514
6,11.67312348668281
7,8.686486486486487
8,2.0001772107035265
9,2.0592360676268004
10,1.9998783750912188
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,3.1060743427017226
5,9.953764861294582
6,3.0883788180010843
7,7.416666666666667
8,1.9997346072186835
9,1.999646017699115
10,3.2023809523809526
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.8952380952380956
5,2.0
6,2.070877303512364
7,12.545801526717556
8,3.515403830141549
9,4.792758456407813
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.070280437756498
3,1.0
4,2.0001652073352054
5,2.0
6,2.8685488767455984
7,4.401024685607825
8,2.531197042058235
9,3.001730959446093
10,1.999835255354201
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,6.386951631046119
5,2.7413703382480485
6,4.112953538006896
7,2.535884198805547
8,2.0
9,2.0003010234798317
10,10.27047913446677
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.00880626223092
3,1.0
4,2.0
5,7.8023598820058995
6,3.532568072610785
7,19.63353115727003
8,2.0007564296520424
9,3.743167701863354
10,2.000165947560571
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.2636727434415294
5,2.0
6,8.33053839364519
7,2.5865990682378732
8,5.505780346820809
9,2.2649006622516556
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,14.352132049518572
3,1.0
4,2.0
5,2.0
6,3.924452011066184
7,1.9998915518924196
8,2.502398604448321
9,2.000173430454388
10,3.101936525013448
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.859689119170984
5,2.0
6,11.531625300240192
7,2.9544615384615387
8,2.021766525375186
9,1.999796251018745
10,14.412628487518358
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0866009410710284
3,1.0
4,2.000107388316151
5,1.9998097412480973
6,3.4657611771363896
7,6.428271518544437
8,2.296482412060301
9,2.1921079958463134
10,2.000947867298578
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.5049936444525147
3,1.0
4,2.0001449905756123
5,2.0
6,9.077249575551784
7,4.484378276368212
8,2.217821782178218
9,5.871331828442439
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,17.1875
3,1.0
4,2.0
5,1.9997155858930606
6,2.745086815493227
7,13.508920187793427
8,13.392380952380952
9,2.1273417411534226
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,62.81081081081081
3,1.0
4,2.0
5,2.7158908507223116
6,5.068965517241379
7,2.3037784456848436
8,2.0
9,1.9998091238786027
10,2.4079521948977245
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,17.45810055865922
3,1.0
4,2.0
5,3.267857142857143
6,5.154723603392806
7,4.740182894029048
8,1.9997857295907433
9,2.811952501459996
10,2.0001384657989476
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,6.17910447761194
5,13.708860759493671
6,5.955292908530319
7,2.430324001258257
8,2.0006157635467985
9,2.3305650304018983
10,2.000127275041365
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.399928647877274
3,1.0
4,2.0001621796951023
5,2.0001202212070206
6,2.8579623680587427
7,3.0318889970788705
8,2.0010825114265094
9,2.0
10,2.168802902055623
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.330958549222798
3,1.0
4,2.0
5,23.41542288557214
6,3.4670243684328197
7,5.780096906448007
8,1.9997875504567664
9,2.1928279333123624
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.883227176220807
3,1.0
4,2.0
5,1.9997985901309165
6,4.457374830852504
7,10.175639894086496
8,2.2978477204350845
9,2.571201272871917
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.1759098786828424
3,1.0
4,1.9992038216560508
5,2.0
6,4.610077297452047
7,3.354791666666667
8,2.0097294731846227
9,2.5996784565916395
10,1.9995877988458366
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.23549934583515
3,1.0
4,2.0
5,2.0
6,2.6674190122145514
7,6.510369410239792
8,3.2448665297741273
9,2.0
10,2.7372549019607844
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.81665228645384
3,1.0
4,2.000179147259047
5,2.0009310986964617
6,11.555288461538462
7,7.590000000000001
8,8.329457364341085
9,4.421554601812113
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,9.568715083798883
5,2.0
6,2.1559723593287266
7,18.68663101604278
8,2.624334600760456
9,1.9997417355371903
10,7.727544910179642
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,3.925247902364607
5,15.962566844919785
6,2.7966370558375635
7,3.652372073751813
8,1.9997766860205448
9,1.9995485327313771
10,7.052547770700636
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,21.780254777070063
3,1.0
4,1.999707602339181
5,2.0146771037181996
6,5.701973684210527
7,4.600318471337579
8,2.0
9,1.9997297297297296
10,2.1832398937739743
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.6344385622736137
3,1.0
4,2.0
5,2.0775678718879016
6,11.330443651198369
7,4.673748422381153
8,2.0
9,2.0
10,2.324373576309795
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9998304222486012
3,1.0
4,2.2175629936066192
5,2.037452637714952
6,5.836459554513482
7,3.987585102122547
8,1.999856958947218
9,1.9997018485390576
10,2.186827518747962
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,7.026018099547511
3,1.0
4,2.000322061191626
5,2.000320924261874
6,8.718225419664268
7,3.181360752570553
8,51.09016393442623
9,2.000712250712251
10,3.502493765586035
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.4631852092118067
3,1.0
4,2.000187336080929
5,2.0
6,2.7758620689655173
7,8.166666666666666
8,2.4091641310184357
9,3.7212462711302616
10,1.9998218738867117
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0002010050251258
3,1.0
4,2.156697009102731
5,11.277126099706743
6,7.175753688261707
7,7.842271293375394
8,1.9997399895995838
9,12.399638336347195
10,1.9997083697871099
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,4.32456531431119
5,2.013178375012971
6,2.788102261553589
7,3.1823793490460157
8,1.999896917843521
9,2.4140173410404624
10,1.999401555954518
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,7.325912733748886
3,1.0
4,1.999756927564414
5,2.0
6,2.5831894070236037
7,5.101762364980102
8,9.637295081967213
9,2.000118638035354
10,2.1840912035237725
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0001573069057734
3,1.0
4,2.2512393767705383
5,2.0
6,2.936687976902454
7,7.506589351607802
8,5.816017316017316
9,1.999813398022019
10,3.326194909993793
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.572354211663067
3,1.0
4,1.9998110712261477
5,3.56789755807028
6,2.4098633173254527
7,2.5933214072748956
8,2.0001669449081803
9,1.9993738259236067
10,4.088348271446863
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.252197694862278
3,1.0
4,1.9998265394622725
5,2.000164338537387
6,6.914191419141915
7,3.2723012842762933
8,5.3078935891844745
9,3.8169790518191835
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.9368900455432665
5,1.9998227892964735
6,3.6582860232495267
7,2.8121363258520367
8,2.5451059990978795
9,5.9340602284527515
10,2.0001750087504377
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,7.121689334287759
3,1.0
4,1.9997989949748742
5,12.540425531914893
6,76.08139534883722
7,2.0
8,2.0
9,1.9992044550517103
10,2.5205616850551653
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9998720409468969
3,1.0
4,2.811476884331714
5,2.0669567319313513
6,2.586923606331727
7,3.871858261227853
8,1.9997661365762396
9,2.0
10,2.4927899686520374
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0001065757220506
3,1.0
4,2.0205641688199827
5,2.0001324503311255
6,30.658407079646015
7,2.290360967869893
8,2.1566695229934303
9,2.0277777777777777
10,1.9996532593619973
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9998055231427458
3,1.0
4,2.174455487418059
5,1.999853907962016
6,7.311103351955307
7,6.5129082426127525
8,2.7220123284947304
9,8.117261471230881
10,1.9998205634308273
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0544238370325325
3,1.0
4,2.0
5,4.979120879120879
6,2.000204582651391
7,5.6547137073452864
8,1.999558693733451
9,2.0001987281399045
10,4.091463414634147
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.563628546861565
3,1.0
4,2.0
5,2.357934857934858
6,2.2676474077589273
7,5.903026559604694
8,2.0
9,9.40340909090909
10,1.999758337361044
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,13.003649635036496
3,1.0
4,1.9998129092609915
5,2.0
6,5.455933900851277
7,10.391511683357177
8,2.4757935235652453
9,1.999788045782111
10,14.273827534039333
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,3.631953157674613
5,2.0
6,3.2108551825532956
7,3.2915096709369505
8,5.577866514546492
9,2.4784260515603798
10,2.0002190100744635
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.116129032258065
3,1.0
4,2.0
5,2.0001913875598087
6,5.667738478027867
7,8.726072607260727
8,3.0283975659229214
9,2.0
10,4.811775200713648
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9998673564133176
3,1.0
4,2.571111869031378
5,2.000234137204402
6,2.2957393483709274
7,7.034129692832764
8,3.4840946166394784
9,3.6144414168937327
10,1.999849238655209
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0004244482173177
3,1.0
4,4.045493562231759
5,2.0
6,11.918444165621079
7,2.380701754385965
8,2.0361745421659507
9,2.052069094072325
10,1.9998788906382465
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.1992277992277995
5,1.9994962216624683
6,3.326356258009398
7,3.4372103288457296
8,2.0490449148167267
9,2.1336229365768897
10,2.0001628929793127
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,8.087349397590362
3,1.0
4,2.0007451564828616
5,2.0
6,3.4151565074135086
7,7.307873090481786
8,2.5209800918836143
9,2.097101041373487
10,1.9997316156736449
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.9763998149005086
5,2.0
6,6.48578811369509
7,3.4126444595513257
8,8.918032786885247
9,2.0
10,3.7202072538860103
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,1.9996159754224272
3,1.0
4,2.743414120126449
5,2.000107573149742
6,12.020893371757923
7,28.66838487972508
8,2.068416954054956
9,2.43579766536965
10,2.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,2.2525714285714287
5,2.5502001847859566
6,3.487280656214308
7,4.152571711177053
8,2.00012077294686
9,4.799121155053359
10,1.9997384253204291
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.9324169530355095
3,1.0
4,2.0
5,2.0002130833155767
6,4.879064862014413
7,8.408664041199637
8,12.286649214659686
9,2.6322944297082227
10,2.000251952632905
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0
3,1.0
4,3.760043431053203
5,2.0
6,3.3506688711859307
7,2.7709136109384707
8,3.063222297756628
9,2.0
10,3.5656836461126007
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.3068098608738103
3,1.0
4,1.9997884045704615
5,3.5624119470273317
6,6.023082386363637
7,3.0911244760342633
8,2.00015820281601
9,2.17114342040414
10,2.00011350737798
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,4.142968142968143
3,1.0
4,2.0
5,2.2962906888720664
6,6.238560267857142
7,3.1755432466979125
8,2.0001318739285243
9,2.0
10,8.992537313432836
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.0002464875523787
3,1.0
4,2.349449913144181
5,2.0865118850193474
6,1.999873112549169
7,25.503236245954696
8,1.9997350993377483
9,2.0
10,8.839966130397968
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,2.028560095200317
3,1.0
4,2.0
5,2.0
6,3.44258872651357
7,2.5846394984326024
8,11.079401611047182
9,1.9997571046878795
10,3.2918832467013193
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
1,1.0
2,3.216662943935671
3,1.0
4,1.9998611303985554
5,3.3964088397790055
6,6.482058414464533
7,2.5343121261555193
8,2.0
9,1.9994472084024324
10,4.059483726150393
