category,std
0,23.869592232238347
1,0.0
1,0.0
0,48.601902569069594
0,30.273100821246132
0,516.2265847716485
0,505.48165654156037
0,51.72971196517529
0,57.79915188247431
0,69.07277225265155
0,52.34251267691811
0,42.34213858557453
0,103.77112198648202
0,98.52390720869056
0,127.88022468961599
0,128.2293544136183
1,0.0
0,36.54164929684118
1,0.0
1,0.0
0,13.194079480332581
0,36.87650200330828
0,328.187222887587
0,335.0279525651553
0,8.542125028352137
0,79.80692007380479
0,69.38325224192555
0,21.99702707185678
0,32.46035479370694
0,75.6333819597317
0,54.50413011873505
0,110.61321571885824
0,108.32245238945926
1,0.0
0,26.622620081426994
1,0.0
1,0.0
0,35.4992427149275
0,38.98463971019013
0,513.5001237585051
0,504.91756980719134
0,51.01453355009073
0,81.18098479118534
0,76.93985632730714
0,45.56545438523941
0,43.10566706749048
0,103.11721724167437
0,95.46065764666265
0,153.26252542614583
0,146.5777434219352
1,0.0
0,34.45723339639057
1,0.0
1,0.0
0,6.608002723970383
0,42.542499926544046
0,386.6595489898057
0,377.44886597392235
0,11.445044051174872
0,88.1796216065065
0,95.13674522321367
0,41.46062027193193
0,37.84055276199507
0,92.06291471959089
0,77.37955479323979
0,153.3714824644182
0,156.51006301513013
1,0.0
0,2.4637978813206245
1,0.0
1,0.0
0,14.918653871356268
0,2.9037274895095324
0,395.3101279164668
0,391.1051971443659
0,20.68311952615788
0,27.903197397430997
0,25.900537960951056
0,30.61085646193738
0,45.681862192048754
0,86.85638836608393
0,89.202481467726
0,81.59169335784128
0,77.22417685975466
1,0.0
0,29.32921239992646
1,0.0
1,0.0
0,14.146693371008412
0,20.155397126658986
0,325.49574774488224
0,320.7251165198427
0,15.565360045091579
0,72.28451764843331
0,54.49951643516359
0,34.417157058653174
0,39.79466924099257
0,80.22017384465498
0,78.02264729978512
0,100.10926143469446
0,100.79792768207092
1,0.0
0,37.14144630104398
1,0.0
1,0.0
0,31.884159076256033
0,26.953293552613072
0,424.909747387607
0,423.7375950888317
0,19.37016864493785
0,80.64340079427869
0,83.60179643205443
0,30.86002322314961
0,19.793577241115358
0,65.76571979382572
0,64.41717291737248
0,142.72121037766834
0,151.72881532523743
1,0.0
0,18.987654761274058
1,0.0
1,0.0
0,38.034952346493085
0,19.962457263573544
0,335.2226137956686
0,336.81831704941465
0,29.341002027879007
0,43.09898800049331
0,45.98423960083135
0,34.7464204391378
0,25.15644648991586
0,59.00552085751524
0,72.99238379219209
0,79.79930158424528
0,88.2790214792469
1,0.0
0,35.82431064700803
1,0.0
1,0.0
0,45.62920154170279
0,26.57877160442145
0,422.9576794432275
0,423.36190086024504
0,43.81167690620085
0,76.54728794455532
0,67.06113852299258
0,52.268049832888664
0,41.50212082934236
0,83.60495120904423
0,88.10853155814897
0,120.19132868750003
0,117.94532840119895
1,0.0
0,25.015275999543423
1,0.0
1,0.0
0,28.067263849545437
0,27.655206260907423
0,369.32913526871033
0,373.8623488553865
0,37.24135649158518
0,49.06111868543834
0,58.76266643598355
0,41.00766310500188
0,38.015155311182575
0,93.183154548806
0,88.50704680042902
0,80.55160887075233
0,92.52352435101753
1,0.0
0,2.8732965968262536
1,0.0
1,0.0
0,17.591888282197946
0,2.7839779692614903
0,235.212123606898
0,249.46624238895865
0,17.557247316516712
0,34.81322976494233
0,19.07541262113789
0,36.30419443168149
0,21.343304180312227
0,56.25489193542786
0,58.23789795599883
0,63.45270784870676
0,49.912858730658435
1,0.0
0,9.691513469697771
1,0.0
1,0.0
0,25.924649145809735
0,6.957027622004482
0,310.62791958386487
0,319.5803490386521
0,26.256550293847315
0,53.45516782002154
0,36.67731042483896
0,46.867001539818325
0,35.93140455553238
0,80.0678963442902
0,74.55807462419256
0,91.49344329877779
0,85.59726962156368
1,0.0
0,18.64237377589024
1,0.0
1,0.0
0,26.652915412764884
0,31.96973725259562
0,414.75086340074887
0,424.05387530163347
0,41.19849794996577
0,65.06620442544143
0,58.16357358060684
0,44.03064425298969
0,27.89682239969277
0,79.3681083622383
0,84.98227476950709
0,115.56915519866594
0,119.45788114087186
1,0.0
0,17.002424336938933
1,0.0
1,0.0
0,28.736656613693476
0,29.347695537015053
0,345.3658350575517
0,343.136748869893
0,32.57259175032489
0,65.80590373717746
0,62.57097862960645
0,18.48924642416054
0,12.577497101304907
0,54.437328798046906
0,51.449980239711145
0,118.33090871929164
0,115.46619111959424
1,0.0
0,26.474248494212887
1,0.0
1,0.0
0,26.423380429712875
0,16.60248475379514
0,297.6067591498329
0,305.3908601966776
0,25.90384205737314
0,55.008522067039756
0,47.50555230707249
0,27.10174225641838
0,17.815608325286007
0,69.10004842014705
0,56.78847851163708
0,95.15249913516023
0,92.91862976999464
1,0.0
0,36.50807353631979
1,0.0
1,0.0
0,24.762116899274453
0,31.703276381682276
0,337.6555895188666
0,350.5042990107254
0,22.27283622113119
0,73.47091510704536
0,70.56907868653711
0,38.354476053432585
0,40.86530557820411
0,73.96511131382596
0,88.67974453992674
0,103.65092325525454
0,103.53393883971896
1,0.0
0,18.863733281970816
1,0.0
1,0.0
0,42.30629425195893
0,28.522169155471563
0,338.88801719742173
0,330.8709761624109
0,41.650993985738204
0,41.55094012173491
0,40.260797620017414
0,20.86874776629718
0,33.18851658832214
0,51.40676049898496
0,70.34451429689928
0,62.64131384318181
0,62.841379679316404
1,0.0
0,23.53839062751176
1,0.0
1,0.0
0,48.617497878850166
0,35.3344454227505
0,368.5018538171371
0,360.40475259306265
0,33.18006831417521
0,52.93242948955458
0,59.299655704453016
0,30.495731395284377
0,22.461453648417322
0,56.84716029260682
0,57.848932286315076
0,106.59741038130336
0,97.28099655979408
1,0.0
0,16.642792233676815
1,0.0
1,0.0
0,33.80386417753646
0,18.6307595121616
0,275.9418096869942
0,269.3111829587971
0,35.49398681467045
0,45.5396043753859
0,47.145015554845955
0,25.720495718395476
0,20.26263556401289
0,41.630686898808996
0,38.87926300313146
0,81.9988594941011
0,82.14750934548574
1,0.0
0,21.574362099492074
1,0.0
1,0.0
0,47.73190547212629
0,22.615404779338647
0,339.1215429483457
0,346.85819113628173
0,32.5430745320721
0,44.3677280426513
0,45.883768371832765
0,40.60396696547436
0,35.71808925460599
0,78.09534615882477
0,89.53245943045833
0,74.62334146677343
0,72.88897327442609
1,0.0
0,26.55261192425333
1,0.0
1,0.0
0,45.56916501319725
0,23.850923112813337
0,356.1893310212047
0,362.32923283481654
0,26.808247487169563
0,67.48161545932344
0,67.64898440972094
0,27.67988860767567
0,47.46507593308298
0,79.79803563789442
0,66.6206336280285
0,113.8334018057383
0,122.11663127245744
1,0.0
0,12.868710114071263
1,0.0
1,0.0
0,40.34809702245366
0,18.370357463406457
0,310.09412618053034
0,304.3644205416702
0,30.916690206639732
0,27.01784410348094
0,32.08531543660848
0,38.84761554244138
0,29.137478156719972
0,65.306435109158
0,60.216069283871384
0,64.19699603564018
0,46.297041212155236
1,0.0
0,39.86081659976374
1,0.0
1,0.0
0,44.20316994666031
0,33.4654005404587
0,409.7415026574682
0,409.7509798646002
0,28.62237062159597
0,90.61352451483167
0,76.79452975310156
0,32.60005112470429
0,18.821884425671445
0,64.67467839116017
0,61.24029467325142
0,136.0906920647649
0,151.41397326534957
1,0.0
0,18.188695207005185
1,0.0
1,0.0
0,34.500197100886254
0,12.187478546989666
0,337.042091980611
0,338.53715663867683
0,45.01294961823024
0,52.51421299673706
0,60.136898545457655
0,25.28292506811662
0,43.71410184368426
0,63.366526586729265
0,73.00866586691382
0,103.94998104056265
0,108.76513576662944
1,0.0
0,39.73065189497902
1,0.0
1,0.0
0,31.136634907024444
0,37.44997774810198
0,409.68765699208785
0,406.104024809736
0,32.607698988633544
0,70.32920825185886
0,82.70291706866612
0,3.8383894191878616
0,4.3979237525602155
0,48.52472119102455
0,46.1937881826839
0,124.97607597723119
0,114.06448497816196
1,0.0
0,26.888616550503297
1,0.0
1,0.0
0,31.443236156604492
0,38.04041140681841
0,412.8531593981086
0,414.40413200763334
0,32.18209491834448
0,84.06696670908656
0,65.56645655363724
0,50.329149936526186
