cableId,std
6,47.06159651633874
7,47.442951970410384
8,47.25473556516143
9,38.41779839258534
10,47.22460269816994
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.34867631899881
3,0.0
4,50.58682667783514
5,44.1918344644498
6,109.57205707508948
7,92.31586189996459
8,43.100898289169486
9,7.965929533540536
10,10.979603817989062
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,31.464418528447865
3,0.0
4,23.7900063051694
5,28.874596101071266
6,47.29022828943276
7,43.49451718320368
8,41.224086405886545
9,21.461999751498773
10,19.262954948120843
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,17.80317200201507
3,0.0
4,16.813985250380114
5,44.039296467284004
6,93.46463729668028
7,75.19550801078479
8,29.40644883921439
9,52.068148933233
10,37.37774917425249
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,29.983960712354193
3,0.0
4,27.087924123737004
5,20.350337425539983
6,94.15744735105486
7,108.7036327206532
8,12.889190561603677
9,24.686847375340037
10,42.19590066977281
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,23.480596954364966
3,0.0
4,40.261324286880246
5,18.894136656645625
6,52.283111677353965
7,44.417822624107394
8,14.01213878511533
9,21.744370152601185
10,31.7181982464326
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.27190852545267
3,0.0
4,27.740063085724948
5,27.225907392285997
6,49.86802883611904
7,57.46644934220314
8,38.70491226360465
9,27.483505962667863
10,31.311724641098902
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,30.37642891014896
3,0.0
4,25.434063772822466
5,24.974103253837434
6,66.50000375939838
7,69.65987151868714
8,19.723991313457155
9,18.851881426885047
10,12.370163027758904
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,46.790432070385215
3,0.0
4,31.13584001329229
5,24.869278906581375
6,88.97649614739089
7,98.9671477477922
8,20.404550962959217
9,45.44831606708145
10,26.845724675138374
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,50.83697211020079
3,0.0
4,30.90662712105609
5,20.24669438040031
6,99.9985316558865
7,103.38702013953848
8,26.96164930662317
9,50.36417278184961
10,51.16366028084126
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,38.77965231062978
3,0.0
4,40.565385901447236
5,27.186898192573075
6,66.55233254114138
7,81.7204545998124
8,26.419258758211466
9,21.55833713438956
10,31.72355118835216
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,17.565563849001073
3,0.0
4,23.20733576551461
5,40.92185764763536
6,92.76991120508848
7,84.35333914552524
8,51.594977468742044
9,38.12137501892256
10,22.984349022758945
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,26.346643682513594
3,0.0
4,44.95068668366851
5,23.259454708426276
6,80.97825773008456
7,83.94326789564487
8,19.569224137234805
9,45.83907321634388
10,43.45452450551036
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,43.51786338198755
3,0.0
4,25.864980829943278
5,25.84139315129895
6,82.63328682599203
7,77.43960356303485
8,22.426852952060248
9,50.032793579145
10,34.25892779018825
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,45.99816771713123
3,0.0
4,28.200841004007902
5,36.70488977416134
6,70.25561490016297
7,79.80132517696684
8,40.69551818075303
9,9.412121617007152
10,12.267128161608701
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,43.128749498835845
3,0.0
4,42.48794456470369
5,46.557272256866604
6,72.39892747824376
7,76.24941289391458
8,32.806362695875535
9,26.94354653715802
10,16.44317893028393
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,27.09608643328405
3,0.0
4,19.876378778171173
5,15.741062014150549
6,91.60241281392828
7,94.74149495689134
8,20.584839081226747
9,17.878082484800583
10,25.537080882512786
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,17.21300671004343
3,0.0
4,21.69559632736561
5,34.97040081745322
6,79.2527380704709
7,85.04583132052976
8,40.50147816232555
9,33.62124378028471
10,31.482758773652602
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,35.988903845491045
3,0.0
4,33.164500599285375
5,20.58346180796612
6,84.29410141482815
7,64.88378174346293
8,32.44350833885468
9,37.26199985686938
10,34.596976746530906
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,50.638784872203765
3,0.0
4,48.01153021237017
5,50.144887409718386
6,94.22914764905107
7,100.57792878327399
8,31.438704383821754
9,4.631245332881139
10,6.496399002524399
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,39.37441343478444
3,0.0
4,43.04111096769382
5,35.13333032890562
6,61.59004485304423
7,53.89677997493605
8,46.07529634558342
9,34.61012905687197
10,34.89302365803227
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,42.59417683205064
3,0.0
4,51.3770788711594
5,19.282557748735858
6,55.279903822878225
7,64.94944668740452
8,30.255976820015796
9,32.70408384284752
10,36.09216027523614
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,15.44341607287714
3,0.0
4,22.153349633858987
5,19.092490670418044
6,35.02127579534094
7,48.49663218547585
8,11.95986203933808
9,51.02712317973648
10,46.06436402831729
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,19.548034001743844
3,0.0
4,31.761678691991914
5,47.72731537949032
6,67.22137308921917
7,53.053000779095115
8,39.365116960747535
9,30.576282202604904
10,27.13669901320596
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.104139694196256
3,0.0
4,41.635269103649776
5,2.6212401645022916
6,36.31346260915731
7,48.11075234982993
8,1.8636076124907124
9,6.467054971159593
10,6.132547051049289
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,27.8482818141443
3,0.0
4,46.7708702078548
5,21.532236298164666
6,43.31870063840788
7,50.04545433903063
8,12.895491460196466
9,50.4547186428914
10,35.00313271694406
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,39.73199718111336
3,0.0
4,32.58268609757847
5,25.492913394379492
6,75.55455269759284
7,74.27936248828921
8,43.37809623915431
9,52.6281866810299
10,46.40974718023503
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,40.89688781965363
3,0.0
4,26.491229366213517
5,38.46283184235572
6,54.13822371177933
7,36.2588034137918
8,33.52205592342649
9,43.6664005080947
10,34.23093532659213
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,47.96004830411802
3,0.0
4,29.147614539329517
5,8.904259280441767
6,51.461929213092404
7,36.085661395259656
8,14.279537807646296
9,36.77184566123019
10,29.966932331043385
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,29.957927720944475
3,0.0
4,46.704120803201086
5,47.41420462266555
6,43.42176978966503
7,38.98057422186937
8,36.3013172396448
9,20.16747133380881
10,28.679865759797412
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,35.536750461083706
3,0.0
4,23.84173301866568
5,43.67413002377189
6,86.43571421389811
7,95.48661420150296
8,25.486734458014297
9,27.71212550491211
10,28.82305038217387
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,52.81538790920691
3,0.0
4,50.450119259852436
5,45.24714466129328
6,41.647606173704624
7,50.31024050827028
8,31.02861958472103
9,36.891170126919704
10,46.37591436654735
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,49.45401331877255
3,0.0
4,29.677369043318738
5,28.97717550072815
6,97.41300067239486
7,102.20960375620287
8,44.533442489886184
9,23.49478736514407
10,34.490773162301444
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,26.41210391720685
3,0.0
4,28.391083694239878
5,34.843138492391866
6,98.89017409901416
7,89.39470994788599
8,41.05939153632617
9,49.57874679066962
10,37.557584231860986
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,36.307752615660476
3,0.0
4,32.72557766233216
5,16.05648778531594
6,66.26112654993625
7,67.20649323788092
8,12.247780751357908
9,44.4177678412592
10,29.914025695872716
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,53.06924909964338
3,0.0
4,55.75723211685936
5,40.21052971548621
6,57.886213312555405
7,46.96813494274602
8,30.89251041919384
9,14.006298583137516
10,9.725067266262652
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,48.77631289878316
3,0.0
4,29.949257642441378
5,38.55908885507194
6,53.30735283867195
7,40.57705468200799
8,22.304035509297414
9,22.951084941675415
10,38.52605482008247
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,32.9211821375438
3,0.0
4,43.813290221118976
5,32.79417682048649
6,58.80117083584873
7,64.72467767397532
8,20.262626516158594
9,22.734240695479585
10,16.6381399200752
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,43.179729426356225
3,0.0
4,26.382741202030797
5,18.496721331090004
6,53.661835212125695
7,54.60053807732423
8,11.35644897550873
9,27.286535751783028
10,38.07425508135386
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,46.20651613499262
3,0.0
4,33.175883309014296
5,29.909434966244348
6,55.689583406594096
7,60.648239051105186
8,39.20734157442115
9,31.04607919421281
10,28.22105655947937
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.42938610857435
3,0.0
4,25.150706418177073
5,13.660263540649574
6,56.12577809408673
7,68.10922453432183
8,23.247516713260655
9,19.049620293678647
10,17.521171003484138
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,8.376928633654064
3,0.0
4,4.870568070906446
5,30.382970559180016
6,76.06875880850605
7,90.94885462903495
8,24.044609236444934
9,32.51930247304412
10,46.960441153521266
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,27.561834118940634
3,0.0
4,28.162173803407526
5,48.709859713751314
6,71.33051444975472
7,56.58042594396051
8,54.176888368873065
9,35.520954848277
10,35.047559591693876
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,55.282076962912065
3,0.0
4,52.2776156686588
5,43.76203948629451
6,84.34628281673116
7,97.03967659330554
8,25.34704979545614
9,27.390765475490703
10,15.863701753794206
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.25252355917151
3,0.0
4,41.89332524400516
5,37.09324781322517
6,106.56640132643435
7,99.79230665069662
8,49.606299331166944
9,45.31003678362371
10,31.39750945536923
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,21.513872268840867
3,0.0
4,24.493375294828873
5,51.43310833824195
6,96.0102183797815
7,98.57204911467888
8,49.08522078996895
9,34.358166908805444
10,19.945699620051773
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,47.41121069958033
3,0.0
4,36.355792294121905
5,30.75070243100148
6,59.71666573634755
7,79.140740877671
8,47.133089579756316
9,23.159484018431844
10,15.889027660621656
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,23.11841690081741
3,0.0
4,30.866786896814084
5,29.977919096116953
6,83.0583588007051
7,72.986158505112
8,43.894414602923376
9,26.698528673568017
10,45.907607575796554
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,34.54441199383773
3,0.0
4,51.55519986706805
5,32.85767490252468
6,42.93886700880684
7,39.02906481072792
8,50.713751915366444
9,43.183057248570684
10,36.71174789264784
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,52.40339333796365
3,0.0
4,39.38990522117734
5,29.386739072808563
6,109.54016382892013
7,96.62307816113774
8,43.821737756506195
9,16.844574794277236
10,20.316262779687936
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,7.886082677730434
3,0.0
4,4.671755558673849
5,26.019536890575125
6,67.74820360472052
7,71.27774050618234
8,16.93617135010153
9,8.013089291902345
10,10.875955130470151
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,33.03064233909679
3,0.0
4,29.411959018965963
5,53.63134282612486
6,59.138104467424384
7,58.052284121011695
8,54.05857193822272
9,14.086835461995477
10,15.21910750777894
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,10.905069157659355
3,0.0
4,10.535729685218769
5,32.05048725578651
6,95.21283264350453
7,104.62739364048024
8,18.55272486725332
9,32.01243352199267
10,23.840849397620048
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,6.978540917221403
3,0.0
4,10.483159511012571
5,11.535809464445917
6,112.646965449585
7,101.9874662233878
8,7.129322080908768
9,30.198018146891695
10,48.61139475472803
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.52268937982381
3,0.0
4,24.933744203388308
5,31.60561342546605
6,36.408952195854255
7,38.601082346656206
8,18.458890360293417
9,20.569093319833033
10,21.296225017594082
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,10.613200899508751
3,0.0
4,15.067431765234579
5,55.13931567704965
6,74.0953589977132
7,72.28317387193232
8,50.886304968363866
9,42.76360641168298
10,28.735694411886648
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,57.07969370392008
3,0.0
4,56.42154759782235
5,29.48055856549081
6,75.69894296928238
7,67.69591488167264
8,31.730832009261906
9,49.412778036994986
10,47.554735831460576
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,10.175938941116602
3,0.0
4,13.95854338150415
5,28.570283512769
6,71.28770277310574
7,73.90242350559284
8,49.085224185423996
9,40.42188392442886
10,37.44931374538124
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,23.274576258226485
3,0.0
4,31.254134659806745
5,30.384932669554058
6,88.24012163787324
7,97.93990283161745
8,40.32746252038843
9,41.083587964052015
10,42.43103384709514
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,37.77493348769789
3,0.0
4,23.722206895649485
5,21.252004611330197
6,61.3500168432468
7,46.43562739607022
8,32.86664621365151
9,24.28340448399551
10,39.96911474292786
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,51.147865058084285
3,0.0
4,42.78094123945069
5,30.249458397355365
6,61.25085060633852
7,52.61103939922367
8,23.060282594394483
9,24.441221327912398
10,32.76158929803823
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,25.458837365441497
3,0.0
4,32.782428220008356
5,42.53886967625413
6,46.788155463393366
7,42.24968037354444
8,29.833977832889353
9,6.893308349406691
10,4.365940143123051
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,15.462785432558174
3,0.0
4,12.071049388240166
5,46.39659937251149
6,49.675190571686116
7,58.66098440758275
8,28.788051340790677
9,54.75900565203865
10,54.93508290094167
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,35.47739749944087
3,0.0
4,29.317092284194892
5,40.93436250063427
6,78.12988523392741
7,67.82081121111229
8,24.66849813020647
9,15.330897995007772
10,26.528212026695908
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,19.61795351202566
3,0.0
4,31.83788990076656
5,13.641539502563482
6,37.76811838927995
7,55.47067032826146
8,11.109173386590621
9,24.705835343092527
10,29.34385171263877
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,21.313969597426002
3,0.0
4,34.45959421312638
5,50.65502377191558
6,63.30731263711431
7,47.81440333902188
8,48.64402258585665
9,38.662431808324385
10,38.5296418358645
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,41.887123319702916
3,0.0
4,53.24196559106359
5,28.6820449061778
6,75.42227848365938
7,52.011520759026716
8,49.66155186191158
9,12.79704783664316
10,12.851914254304688
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,5.884567387101054
3,0.0
4,10.128066613788306
5,49.51198878386257
6,73.36213527199618
7,76.17855663942883
8,53.88223300247804
9,24.022878678459833
10,41.32511262335934
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,40.69302806788078
3,0.0
4,47.47430568212662
5,14.071831200427802
6,54.923155104806824
7,72.97927788077928
8,22.33752895913064
9,32.35007418847753
10,19.511090008847106
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,19.081405433912185
3,0.0
4,33.0149481295973
5,41.426948958377324
6,31.60281356145367
7,32.177247655240286
8,28.72610369217053
9,40.88116559003669
10,52.16310701380175
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,52.43389107565194
3,0.0
4,41.81164590557675
5,37.387605343660795
6,28.59121936889016
7,40.105750522836495
8,22.01058457500239
9,17.705019062401483
10,29.494960586513756
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,33.25481769608729
3,0.0
4,39.649330805618064
5,49.316235663318835
6,54.902805256197965
7,31.35375615456623
8,33.10351391217152
9,47.634521095524825
10,54.24275435484448
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,24.26396779863783
3,0.0
4,41.541068835551165
5,49.534782055978944
6,92.38338974079701
7,78.82358636009064
8,28.641477499132847
9,39.3966525650763
10,23.679807853950166
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,30.108789967936826
3,0.0
4,29.626819494055265
5,19.60803491768957
6,59.72699529246945
7,60.07943595773849
8,32.70548934557215
9,27.6529136499815
10,44.238559349659354
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,31.184846213078124
3,0.0
4,41.96033404697028
5,54.281997322623766
6,66.14990929698996
7,82.07388718912571
8,50.817806262503446
9,36.24503322295806
10,44.14258752421898
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,33.44541273976647
3,0.0
4,27.614266844030702
5,46.40259511421029
6,78.5809043809839
7,58.014397351002444
8,43.7816232377619
9,28.71852073720604
10,22.374723089534168
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,17.76532108725686
3,0.0
4,25.170477415681518
5,17.366055971348242
6,96.35955133422598
7,88.08169806113715
8,12.458326532885547
9,2.095805334471692
10,2.110268545312026
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,39.61532068951776
3,0.0
4,39.40170343187378
5,26.130264062959636
6,85.76009420664913
7,87.69157974591023
8,26.52565047898606
9,49.53196543647345
10,28.88401691824275
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,54.28711541424907
3,0.0
4,55.10393301147689
5,43.84732755064251
6,93.0029083774624
7,71.64414025817696
8,29.942346824077326
9,42.19032274507193
10,52.22977152289041
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,10.315032719288872
3,0.0
4,15.736792345752464
5,17.821439335811235
6,95.16319609842172
7,86.95453385725976
8,13.310989194396235
9,47.89982289459256
10,28.425612277193494
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,48.887422717913864
3,0.0
4,44.9227381177951
5,30.203063310421566
6,84.0354978565606
7,76.38031639979855
8,43.60438166056251
9,54.626961292021356
10,47.95925249625978
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,45.97975242792563
3,0.0
4,26.568362764762153
5,38.58644710257735
6,96.62031165857415
7,88.63701723884891
8,23.297412588811948
9,36.494052940170945
10,21.790558352950328
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,13.19071769591531
3,0.0
4,15.33688473365218
5,9.54729804709165
6,54.584763670826675
7,67.89583658075067
8,5.856930367806445
9,23.5962292185284
10,28.016032909746524
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,43.20063001083819
3,0.0
4,28.0490445470073
5,31.1593790053653
6,57.64814423147838
7,67.4259096465644
8,26.96137298679971
9,52.980302314476596
10,51.42774575395401
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,13.577633568974136
3,0.0
4,15.197898977599941
5,20.17086099633165
6,69.32729927669186
7,61.65180451535867
8,27.762197319376583
9,39.1598280554618
10,45.04693811274339
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,21.000726971543948
3,0.0
4,23.786635603492424
5,6.650867111387307
6,84.8501610192933
7,70.47795731054262
8,9.30938773496947
9,30.008239424087066
10,49.17623308062544
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,30.545484663585444
3,0.0
4,48.35877169655988
5,35.23736700341462
6,98.53846605091165
7,84.02777095500431
8,38.66142392618254
9,15.321202085128089
