cableId,std
1,0.0
2,17.350487985452553
3,0.0
4,21.111310554613453
5,45.80623574725753
6,56.879189735790014
7,54.37821155266756
8,38.103347621960985
9,40.82545447797652
10,49.98294509130089
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,27.814432105173985
3,0.0
4,42.86143721342064
5,48.55447662162573
6,51.58792203607352
7,58.06289714611217
8,28.958606665376703
9,48.03028454353913
10,41.38085426861075
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,28.067109458106533
3,0.0
4,34.40006734489532
5,21.116780846836793
6,78.69958110858448
7,74.46640651998725
8,17.97874393091278
9,35.76734870427683
10,40.315029868937636
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,21.319709191262437
3,0.0
4,36.237135648392524
5,49.66618802901359
6,109.73822974090055
7,113.30573271757554
8,41.195846068910065
9,49.07124038918654
10,40.82882437690313
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,7.601113953450068
3,0.0
4,12.091093140544958
5,12.391141997410893
6,83.92226735696153
7,65.66327258572076
8,20.229407636738486
9,43.68857554708477
10,27.957521945503917
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,19.16252853879153
3,0.0
4,28.731965358000366
5,17.11377904886391
6,39.568377420190814
7,50.71441675368717
8,18.166290210166743
9,22.979565560152206
10,26.862998715705587
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,18.44036152935547
3,0.0
4,31.110551800527958
5,17.90414570241578
6,65.72603562008996
7,60.33368399990175
8,23.911495143549683
9,25.843227352635353
10,16.584719875033564
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,46.02667740923011
3,0.0
4,53.72417550166157
5,17.116560207393693
6,76.99344344379807
7,77.38298752525218
8,24.315810357323755
9,33.11849231673044
10,23.03856838723564
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,37.646089216986844
3,0.0
4,33.17593153678331
5,33.253431401886935
6,57.40437875284429
7,51.04591919700014
8,29.685637941604018
9,10.074305600552991
10,7.22911705074232
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,6.244573644373169
3,0.0
4,3.803905887374187
5,20.17030490597502
6,58.59924231592077
7,49.911159991195014
8,18.361019397989136
9,16.0874060473817
10,14.491433101433874
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,33.44295491330473
3,0.0
4,50.74522276365858
5,35.5591633759851
6,61.19224154253544
7,46.56842089871633
8,27.834024143123823
9,34.27330788431915
10,42.28770073358604
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,31.360004783162903
3,0.0
4,18.67304028093265
5,43.16809354141088
6,65.91798458438082
7,62.95899697422125
8,47.10007041749867
9,46.53097462980977
10,28.30249164531867
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,20.926407559190217
3,0.0
4,19.004830964783668
5,32.85727063122154
6,72.08474572797401
7,58.539433077200194
8,32.127158293257125
9,15.158421201871034
10,25.252807764682327
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,28.837861108850174
3,0.0
4,49.86047332306424
5,23.549605092230312
6,55.155364426318506
7,53.191381742408865
8,32.68856221983463
9,12.290241386292353
10,10.024142523594392
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,18.48079814293744
3,0.0
4,11.102451681197868
5,48.171303006388904
6,74.07359015420633
7,56.15680576148659
8,30.488047384726578
9,26.37788151716004
10,37.64905355162774
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,40.87230154191629
3,0.0
4,30.38636262097412
5,15.22567568287201
6,72.36493764247987
7,88.2795910729088
8,11.776752523510037
9,41.183183865909804
10,32.52879083724652
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,50.252218193163706
3,0.0
4,50.835312857632076
5,31.09573336220475
6,65.39309972517488
7,79.07201669996789
8,18.00014444386489
9,22.343527772787656
10,33.24170723654247
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,38.7357978275049
3,0.0
4,48.70422260954383
5,16.477329880778623
6,75.58254709256629
7,54.8201252582784
8,25.960616325503526
9,11.657413949929033
10,6.766897368809431
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,43.95441881464631
3,0.0
4,45.40876273731022
5,30.40453968297059
6,54.36562394258588
7,49.18191359636183
8,45.070851999934504
9,17.137894658718537
10,28.593861229291857
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,19.754533656859632
3,0.0
4,33.40300186111023
5,21.1897955000357
6,62.83621374918554
7,52.1605729135203
8,21.432270839398544
9,48.79087756264825
10,45.577482378911625
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,42.87877446942718
3,0.0
4,33.5008402879689
5,26.151570379870755
6,60.56721190820437
7,58.486991359902696
8,27.265128522222913
9,49.41711343249422
10,39.00832261624862
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,27.588492770235444
3,0.0
4,34.06641161026503
5,22.075484894636702
6,48.65784511943235
7,49.33699043314255
8,36.49784240198316
9,8.972296250124602
10,5.546413255429133
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,18.564957132547686
3,0.0
4,25.349115040437468
5,17.90223729035005
6,88.15790430623147
7,85.19527857614332
8,30.25977913556762
9,47.60371449092322
10,39.975733889448485
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,29.789638019508278
3,0.0
4,33.6929448599159
5,47.69768652670693
6,86.76064406361523
7,92.01528170182748
8,34.51267351761282
9,44.85253653176521
10,36.426648212538026
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,22.642845080363315
3,0.0
4,36.91353816691107
5,23.004934977811466
6,51.26999577400671
7,67.5937783132935
8,38.42145407624929
9,40.895007030198684
10,31.40408306786449
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,42.92493020766992
3,0.0
4,29.31587681331284
5,29.048077389045904
6,84.24486077302679
7,76.27446072135375
8,50.09702985207806
9,27.752769831736316
10,18.748314590917232
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,38.80719563860977
3,0.0
4,46.232956138812206
5,10.175983162983975
6,77.5830617252675
7,94.20995418036604
8,13.32081203730964
9,19.118688065171558
10,32.28517358375719
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,31.63193481278058
3,0.0
4,18.366018439861516
5,24.48271294879988
6,57.1454573143541
7,38.3200595858966
8,14.887078289577174
9,33.14620993919716
10,24.15134778847756
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
1,0.0
2,48.75794499361104
3,0.0
4,28.551410356291214
5,33.62948160964324
