2,4,6,8,10,12,16,30
0.001046,0.001828,0.0029215,0.004213,0.004843,0.00618,0.0079585,0.016927
0.003066,0.006121,0.0078225,0.011283,0.014155,0.016492,0.023955,0.049413
0.003054,0.009542,0.0115305,0.018098,0.022774,0.027321,0.0393085,0.079497
,0.014902,0.0115695,0.030421,0.03948,0.043007,0.0690025,0.078114
,0.027792,0.0187885,0.055802,0.066489,0.072253,0.091916,0.137336
,,0.0265465,0.052278,0.066289,0.134827,0.141044,0.276504
,,0.0485395,0.082708,0.125333,0.262791,0.271919,0.514963
,,,0.155551,0.184154,0.492002,0.5167575,1.048835
,,,0.295438,0.445194,0.911674,1.068782,2.062475
,,,,0.44372,1.853246,2.1340965,4.229725
,,,,0.803053,3.557094,4.2346605,8.314726
,,,,,3.747938,8.261204,14.89411
,,,,,6.198661,14.889963,30.066247
,,,,,,24.160377,51.31493
,,,,,,49.2049955,106.06174
,,,,,,46.990469,103.858634
,,,,,,99.5149645,230.425629
,,,,,,,392.15271
,,,,,,,749.612468
,,,,,,,1417.287867
,,,,,,,3160.985381
,,,,,,,6558.639428
,,,,,,,5764.302454
