"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: fileName","Param: nbUFuses"
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.411343,0.010571,"ms/op",realcase-Sub1.json,3
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.404922,0.009638,"ms/op",realcase-Sub1.json,4
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.400586,0.000935,"ms/op",realcase-Sub1.json,5
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.422509,0.010452,"ms/op",realcase-Sub1.json,6
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.422495,0.008370,"ms/op",realcase-Sub1.json,7
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.420872,0.011678,"ms/op",realcase-Sub1.json,8
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.432658,0.007142,"ms/op",realcase-Sub1.json,9
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.431914,0.010558,"ms/op",realcase-Sub1.json,10
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.407350,0.001337,"ms/op",realcase-Sub1.json,11
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.421247,0.006533,"ms/op",realcase-Sub1.json,12
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.429048,0.011169,"ms/op",realcase-Sub1.json,13
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.439030,0.010407,"ms/op",realcase-Sub1.json,14
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.444338,0.004392,"ms/op",realcase-Sub1.json,15
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.450276,0.009061,"ms/op",realcase-Sub1.json,16
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.455283,0.001702,"ms/op",realcase-Sub1.json,17
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.458350,0.002611,"ms/op",realcase-Sub1.json,18
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.487715,0.004681,"ms/op",realcase-Sub1.json,19
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.502755,0.005677,"ms/op",realcase-Sub1.json,20
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.501374,0.007609,"ms/op",realcase-Sub1.json,21
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.listValidConfOur","avgt",8,30,0.497512,0.002539,"ms/op",realcase-Sub1.json,22
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.listValidConfOur","avgt",8,30,0.007552,0.000072,"ms/op",paraDeadEnd.json,0
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.listValidConfOur","avgt",8,30,0.009032,0.000174,"ms/op",paraDeadEnd.json,1
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.listValidConfOur","avgt",8,30,0.010873,0.000175,"ms/op",paraDeadEnd.json,2
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.listValidConfOur","avgt",8,30,0.015602,0.000258,"ms/op",paraDeadEnd.json,3
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.listValidConfOur","avgt",8,30,0.022755,0.000127,"ms/op",paraDeadEnd.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.009481,0.000370,"ms/op",paraTransformer.json,0
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.011686,0.000084,"ms/op",paraTransformer.json,1
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.012796,0.000226,"ms/op",paraTransformer.json,2
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.013237,0.000124,"ms/op",paraTransformer.json,3
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.012888,0.000256,"ms/op",paraTransformer.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.016864,0.000111,"ms/op",paraTransformer.json,5
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.024093,0.000646,"ms/op",paraTransformer.json,6
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.018916,0.000121,"ms/op",cabinet.json,0
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.019433,0.000209,"ms/op",cabinet.json,1
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.019187,0.000183,"ms/op",cabinet.json,2
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.019434,0.000198,"ms/op",cabinet.json,3
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.019170,0.000122,"ms/op",cabinet.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.019739,0.000206,"ms/op",cabinet.json,5
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.listValidConfOur","avgt",8,30,0.019334,0.000148,"ms/op",cabinet.json,6
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.014016,0.000207,"ms/op",paraCabinet.json,0
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.013976,0.000249,"ms/op",paraCabinet.json,1
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.016231,0.000118,"ms/op",paraCabinet.json,2
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.017864,0.000416,"ms/op",paraCabinet.json,3
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.021063,0.000408,"ms/op",paraCabinet.json,4
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.021365,0.000567,"ms/op",paraCabinet.json,5
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.021379,0.000344,"ms/op",paraCabinet.json,6
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.021463,0.000324,"ms/op",paraCabinet.json,7
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.listValidConfOur","avgt",8,30,0.028441,0.001417,"ms/op",paraCabinet.json,8
