"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: fileName","Param: nbUFuses"
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,1.246284,0.006429,"ms/op",runningexample.json,5
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,2.393110,0.013726,"ms/op",runningexample.json,6
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,4.493214,0.014361,"ms/op",runningexample.json,7
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,8.744523,0.051694,"ms/op",runningexample.json,8
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,17.714450,0.137562,"ms/op",runningexample.json,9
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,35.912496,0.268217,"ms/op",runningexample.json,10
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,35.302326,0.207676,"ms/op",runningexample.json,11
"duc.propagation.bench.smartgridcomm2020.Topo12Fuses.ucLoadApproxNaive","avgt",8,30,74.436007,1.524429,"ms/op",runningexample.json,12
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.107859,0.000317,"ms/op",realcase-Sub2.json,0
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.140024,0.002252,"ms/op",realcase-Sub2.json,1
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.264336,0.001283,"ms/op",realcase-Sub2.json,2
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.401145,0.001111,"ms/op",realcase-Sub2.json,3
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.734527,0.007732,"ms/op",realcase-Sub2.json,4
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,1.355440,0.008494,"ms/op",realcase-Sub2.json,5
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,2.635224,0.017031,"ms/op",realcase-Sub2.json,6
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,4.884649,0.053524,"ms/op",realcase-Sub2.json,7
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,9.462055,0.087484,"ms/op",realcase-Sub2.json,8
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,18.294249,0.106755,"ms/op",realcase-Sub2.json,9
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,38.118020,0.372289,"ms/op",realcase-Sub2.json,10
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,82.950437,1.611169,"ms/op",realcase-Sub2.json,11
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,172.577100,2.398023,"ms/op",realcase-Sub2.json,12
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,372.482809,12.609817,"ms/op",realcase-Sub2.json,13
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,647.213023,21.480109,"ms/op",realcase-Sub2.json,14
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,671.801150,16.188522,"ms/op",realcase-Sub2.json,15
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,1239.921178,63.891696,"ms/op",realcase-Sub2.json,16
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.075963,0.001192,"ms/op",realcase-Sub3.json,0
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.133849,0.001165,"ms/op",realcase-Sub3.json,1
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.245045,0.000790,"ms/op",realcase-Sub3.json,2
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.456762,0.001133,"ms/op",realcase-Sub3.json,3
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.452805,0.003316,"ms/op",realcase-Sub3.json,4
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.454126,0.001275,"ms/op",realcase-Sub3.json,5
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,0.869698,0.003977,"ms/op",realcase-Sub3.json,6
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,1.532188,0.011795,"ms/op",realcase-Sub3.json,7
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,2.926572,0.009559,"ms/op",realcase-Sub3.json,8
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,5.741357,0.082168,"ms/op",realcase-Sub3.json,9
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,11.159564,0.066167,"ms/op",realcase-Sub3.json,10
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,21.607864,0.140238,"ms/op",realcase-Sub3.json,11
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,21.524095,0.219512,"ms/op",realcase-Sub3.json,12
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,44.734916,0.417861,"ms/op",realcase-Sub3.json,13
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,94.007481,1.935006,"ms/op",realcase-Sub3.json,14
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,92.675002,1.854763,"ms/op",realcase-Sub3.json,15
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxNaive","avgt",8,30,201.463360,3.480343,"ms/op",realcase-Sub3.json,16
"duc.propagation.bench.smartgridcomm2020.Topo2Fuses.ucLoadApproxNaive","avgt",8,30,0.004796,0.000082,"ms/op",singleCable.json,0
"duc.propagation.bench.smartgridcomm2020.Topo2Fuses.ucLoadApproxNaive","avgt",8,30,0.007337,0.000144,"ms/op",singleCable.json,1
"duc.propagation.bench.smartgridcomm2020.Topo2Fuses.ucLoadApproxNaive","avgt",8,30,0.007156,0.000055,"ms/op",singleCable.json,2
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,0.522562,0.004997,"ms/op",realcase-Sub1.json,0
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,0.959474,0.007100,"ms/op",realcase-Sub1.json,1
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,1.792572,0.008399,"ms/op",realcase-Sub1.json,2
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,1.787576,0.005011,"ms/op",realcase-Sub1.json,3
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,3.381772,0.027898,"ms/op",realcase-Sub1.json,4
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,6.522198,0.027824,"ms/op",realcase-Sub1.json,5
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,12.830849,0.023904,"ms/op",realcase-Sub1.json,6
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,24.490449,0.069057,"ms/op",realcase-Sub1.json,7
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,47.189325,0.081120,"ms/op",realcase-Sub1.json,8
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,97.021190,1.105324,"ms/op",realcase-Sub1.json,9
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,193.022539,1.388862,"ms/op",realcase-Sub1.json,10
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,337.530046,5.185719,"ms/op",realcase-Sub1.json,11
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,694.474433,9.005027,"ms/op",realcase-Sub1.json,12
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,1282.934866,10.487179,"ms/op",realcase-Sub1.json,13
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,2460.990117,89.115902,"ms/op",realcase-Sub1.json,14
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,2508.419290,74.911710,"ms/op",realcase-Sub1.json,15
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,4475.486463,96.659736,"ms/op",realcase-Sub1.json,16
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,8243.773901,90.685609,"ms/op",realcase-Sub1.json,17
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,15739.691459,210.051798,"ms/op",realcase-Sub1.json,18
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,32101.289840,321.267212,"ms/op",realcase-Sub1.json,19
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,78335.083841,1184.707394,"ms/op",realcase-Sub1.json,20
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,592334.578517,16529.255293,"ms/op",realcase-Sub1.json,21
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxNaive","avgt",8,30,601286.542041,17136.656968,"ms/op",realcase-Sub1.json,22
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxNaive","avgt",8,30,0.013558,0.000094,"ms/op",paraDeadEnd.json,0
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxNaive","avgt",8,30,0.024073,0.000269,"ms/op",paraDeadEnd.json,1
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxNaive","avgt",8,30,0.035038,0.000571,"ms/op",paraDeadEnd.json,2
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxNaive","avgt",8,30,0.059673,0.000622,"ms/op",paraDeadEnd.json,3
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxNaive","avgt",8,30,0.103599,0.001413,"ms/op",paraDeadEnd.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.022059,0.000127,"ms/op",paraTransformer.json,0
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.035361,0.000339,"ms/op",paraTransformer.json,1
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.052922,0.000141,"ms/op",paraTransformer.json,2
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.052498,0.000395,"ms/op",paraTransformer.json,3
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.089103,0.002397,"ms/op",paraTransformer.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.153058,0.001177,"ms/op",paraTransformer.json,5
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.263201,0.003602,"ms/op",paraTransformer.json,6
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.023019,0.000139,"ms/op",cabinet.json,0
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.034525,0.000393,"ms/op",cabinet.json,1
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.062064,0.000598,"ms/op",cabinet.json,2
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.060773,0.000850,"ms/op",cabinet.json,3
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.111912,0.001200,"ms/op",cabinet.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.113459,0.001253,"ms/op",cabinet.json,5
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxNaive","avgt",8,30,0.205995,0.001123,"ms/op",cabinet.json,6
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.031096,0.000300,"ms/op",paraCabinet.json,0
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.048635,0.000952,"ms/op",paraCabinet.json,1
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.091916,0.000738,"ms/op",paraCabinet.json,2
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.148796,0.000578,"ms/op",paraCabinet.json,3
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.260438,0.001618,"ms/op",paraCabinet.json,4
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.260984,0.002382,"ms/op",paraCabinet.json,5
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.394480,0.003354,"ms/op",paraCabinet.json,6
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,0.636591,0.005170,"ms/op",paraCabinet.json,7
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxNaive","avgt",8,30,1.211204,0.013683,"ms/op",paraCabinet.json,8
