"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: fileName","Param: nbUFuses"
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,2.040591,0.005116,"ms/op",realcase-Sub2.json,11
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,3.052708,0.037577,"ms/op",realcase-Sub2.json,12
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,3.706658,0.028728,"ms/op",realcase-Sub2.json,13
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,3.679400,0.014591,"ms/op",realcase-Sub2.json,14
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,3.707559,0.014441,"ms/op",realcase-Sub2.json,15
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,3.675262,0.019142,"ms/op",realcase-Sub2.json,16
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.126185,0.001397,"ms/op",realcase-Sub3.json,0
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.187346,0.002049,"ms/op",realcase-Sub3.json,1
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.244833,0.000923,"ms/op",realcase-Sub3.json,2
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.415688,0.004959,"ms/op",realcase-Sub3.json,3
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.411643,0.002117,"ms/op",realcase-Sub3.json,4
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.411669,0.002265,"ms/op",realcase-Sub3.json,5
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.406332,0.002354,"ms/op",realcase-Sub3.json,6
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.525603,0.003529,"ms/op",realcase-Sub3.json,7
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.521938,0.005711,"ms/op",realcase-Sub3.json,8
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.757540,0.005770,"ms/op",realcase-Sub3.json,9
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.761539,0.002344,"ms/op",realcase-Sub3.json,10
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.919554,0.002949,"ms/op",realcase-Sub3.json,11
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.916316,0.004430,"ms/op",realcase-Sub3.json,12
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,0.919744,0.004661,"ms/op",realcase-Sub3.json,13
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,1.402999,0.008001,"ms/op",realcase-Sub3.json,14
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,1.398538,0.009460,"ms/op",realcase-Sub3.json,15
"duc.propagation.bench.smartgridcomm2020.Topo16Fuses.ucLoadApproxImproved","avgt",8,30,1.699718,0.009012,"ms/op",realcase-Sub3.json,16
"duc.propagation.bench.smartgridcomm2020.Topo2Fuses.ucLoadApproxImproved","avgt",8,30,0.006421,0.000041,"ms/op",singleCable.json,0
"duc.propagation.bench.smartgridcomm2020.Topo2Fuses.ucLoadApproxImproved","avgt",8,30,0.006496,0.000080,"ms/op",singleCable.json,1
"duc.propagation.bench.smartgridcomm2020.Topo2Fuses.ucLoadApproxImproved","avgt",8,30,0.006468,0.000077,"ms/op",singleCable.json,2
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,0.903086,0.002970,"ms/op",realcase-Sub1.json,0
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,1.341763,0.006327,"ms/op",realcase-Sub1.json,1
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,1.343168,0.005018,"ms/op",realcase-Sub1.json,2
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,1.350481,0.004007,"ms/op",realcase-Sub1.json,3
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,2.184613,0.014444,"ms/op",realcase-Sub1.json,4
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,3.028851,0.013547,"ms/op",realcase-Sub1.json,5
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,5.581780,0.031815,"ms/op",realcase-Sub1.json,6
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,10.293034,0.021038,"ms/op",realcase-Sub1.json,7
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,10.167155,0.059659,"ms/op",realcase-Sub1.json,8
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,15.257877,0.079161,"ms/op",realcase-Sub1.json,9
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,15.235381,0.034067,"ms/op",realcase-Sub1.json,10
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,15.023630,0.110984,"ms/op",realcase-Sub1.json,11
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,22.344082,0.121079,"ms/op",realcase-Sub1.json,12
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,22.487405,0.111588,"ms/op",realcase-Sub1.json,13
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,35.952278,0.159414,"ms/op",realcase-Sub1.json,14
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,35.742851,0.098231,"ms/op",realcase-Sub1.json,15
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,54.660847,0.300375,"ms/op",realcase-Sub1.json,16
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,72.495169,0.765493,"ms/op",realcase-Sub1.json,17
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,97.583891,0.749540,"ms/op",realcase-Sub1.json,18
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,160.797971,1.529582,"ms/op",realcase-Sub1.json,19
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,161.057018,2.172605,"ms/op",realcase-Sub1.json,20
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,161.958148,1.429157,"ms/op",realcase-Sub1.json,21
"duc.propagation.bench.smartgridcomm2020.Topo30Fuses.ucLoadApproxImproved","avgt",8,30,164.460726,2.125702,"ms/op",realcase-Sub1.json,22
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxImproved","avgt",8,30,0.019532,0.000082,"ms/op",paraDeadEnd.json,0
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxImproved","avgt",8,30,0.031969,0.000135,"ms/op",paraDeadEnd.json,1
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxImproved","avgt",8,30,0.039709,0.000375,"ms/op",paraDeadEnd.json,2
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxImproved","avgt",8,30,0.053469,0.000478,"ms/op",paraDeadEnd.json,3
"duc.propagation.bench.smartgridcomm2020.Topo4Fuses.ucLoadApproxImproved","avgt",8,30,0.071750,0.001988,"ms/op",paraDeadEnd.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.029657,0.000074,"ms/op",paraTransformer.json,0
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.044475,0.000164,"ms/op",paraTransformer.json,1
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.057625,0.000609,"ms/op",paraTransformer.json,2
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.057891,0.000541,"ms/op",paraTransformer.json,3
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.057976,0.000197,"ms/op",paraTransformer.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.073798,0.000536,"ms/op",paraTransformer.json,5
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.095144,0.000427,"ms/op",paraTransformer.json,6
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.040257,0.000201,"ms/op",cabinet.json,0
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.039605,0.000334,"ms/op",cabinet.json,1
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.040501,0.000575,"ms/op",cabinet.json,2
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.040404,0.000196,"ms/op",cabinet.json,3
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.040063,0.000361,"ms/op",cabinet.json,4
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.040613,0.000613,"ms/op",cabinet.json,5
"duc.propagation.bench.smartgridcomm2020.Topo6Fuses.ucLoadApproxImproved","avgt",8,30,0.039115,0.000174,"ms/op",cabinet.json,6
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.041948,0.000230,"ms/op",paraCabinet.json,0
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.041257,0.000229,"ms/op",paraCabinet.json,1
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.065373,0.000554,"ms/op",paraCabinet.json,2
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.088027,0.000556,"ms/op",paraCabinet.json,3
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.114433,0.001057,"ms/op",paraCabinet.json,4
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.114184,0.000733,"ms/op",paraCabinet.json,5
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.111818,0.001603,"ms/op",paraCabinet.json,6
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.115441,0.001094,"ms/op",paraCabinet.json,7
"duc.propagation.bench.smartgridcomm2020.Topo8Fuses.ucLoadApproxImproved","avgt",8,30,0.143894,0.003288,"ms/op",paraCabinet.json,8
